ProjID,IndivID,SampleID,NameConvention,Species,CommonName,PCL_cm,FL_cm,TL_cm,Weight_g,Sex,Date,Lat,Long,FishingType,TrawlStation,TrawlName,Person,d13C,d13C_SD,WT%C,WT%C_SD,d15N,d15N_SD,WT%N,WT%N_SD,d34S,d34S_SD,WT%S,WT%S_SD,CN,Tissue,LipidExtraction,UreaExtraction,ExtractionNotes,OtherData,Notes,,Environmental Variables from the trawl
DEEco,AS-06-23A-5,AS-06-23A-5,,Anchoa mitchilli,Bay Anchovy,,6.1,6.6,1.71,,6/6/24,39.2045,-75.169333,Trawl,23A,NJBAY,NM,-19.33403896,0.125693048,46.03385162,0.148693784,15.51109391,0.281214059,14.51477379,0.083180109,,,,,3.171516986,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-29A-1,AS-06-29A-1,,Anchoa mitchilli,Bay Anchovy,,6.7,7.5,2.3,,6/5/24,39.1911666,-75.1248333,Trawl,29A,NJBAY,NM,-17.54137985,0.125720922,44.67846541,0.168886651,16.38126609,0.1882748,14.13007962,0.0504531,,,,,3.161940104,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-29A-2,AS-06-29A-2,,Anchoa mitchilli,Bay Anchovy,,7.4,8.2,3.9,,6/5/24,39.1911666,-75.1248333,Trawl,29A,NJBAY,NM,-16.88675715,0.125744085,40.89633674,0.298844472,17.19665014,0.189047851,12.93185631,0.040226588,,,,,3.162449052,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-29A-3,AS-06-29A-3,,Anchoa mitchilli,Bay Anchovy,,7.9,8.2,4.38,,6/5/24,39.1911666,-75.1248333,Trawl,29A,NJBAY,NM,-17.08817952,0.125736218,54.03281444,0.188073577,15.98426319,0.187919305,17.06715895,0.064618119,,,,,3.165893902,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-29A-4,AS-06-29A-4,,Anchoa mitchilli,Bay Anchovy,,7.5,8.3,4.13,,6/5/24,39.1911666,-75.1248333,Trawl,29A,NJBAY,NM,-17.11839288,0.125735095,26.40508027,0.290298893,17.20435115,0.189072033,8.279972192,0.042018801,,,,,3.189030066,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-29A-5,AS-06-29A-5,,Anchoa mitchilli,Bay Anchovy,,7.1,8,3.64,,6/5/24,39.1911666,-75.1248333,Trawl,29A,NJBAY,NM,-16.42348569,0.125764673,51.00555474,0.158828488,16.65677295,0.188489037,16.09495105,0.089457358,,,,,3.169040688,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-30-1,AS-06-30-1,,Anchoa mitchilli,Bay Anchovy,,7.1,8,3.12,,6/5/24,39.208666,-75.085,Trawl,30,NJBAY,NM,-16.81625932,0.125746994,46.51172551,0.136213297,15.97275539,0.187888889,14.42029624,0.071906089,,,,,3.225434813,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-30-2,AS-06-30-2,,Anchoa mitchilli,Bay Anchovy,,4.4,4.7,0.69,,6/5/24,39.208666,-75.085,Trawl,30,NJBAY,NM,-18.35714046,0.125701777,46.29636218,0.261102844,16.86920387,0.188734201,14.60867854,0.042637858,,,,,3.169099933,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-30-3,AS-06-30-3,,Anchoa mitchilli,Bay Anchovy,,5.8,6.4,1.47,,6/5/24,39.208666,-75.085,Trawl,30,NJBAY,NM,-17.13853511,0.125734354,43.83330439,0.131744412,16.89426202,0.188723261,14.2677109,0.065903536,,,,,3.07220301,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-30-4,AS-06-30-4,,Anchoa mitchilli,Bay Anchovy,,5.7,6.4,1.47,,6/5/24,39.208666,-75.085,Trawl,30,NJBAY,NM,-17.39031308,0.125725651,45.03599557,0.138019686,17.07997932,0.188880244,14.19700941,0.077545317,,,,,3.172217069,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-30-5,AS-06-30-5,,Anchoa mitchilli,Bay Anchovy,,8.7,9.6,5.92,,6/5/24,39.208666,-75.085,Trawl,30,NJBAY,NM,-17.10832176,0.125735468,48.62083977,0.148923026,17.33966454,0.189129234,14.79244601,0.076194274,,,,,3.286869511,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-31N-1,AS-06-31N-1,,Anchoa mitchilli,Bay Anchovy,,7.9,8.5,4.18,,6/5/24,39.191333,-75.037,Trawl,31,NJBAY,NM,-16.57455247,0.125757577,38.72186111,0.122398376,17.47121356,0.189272486,12.13080795,0.049090849,,,,,3.192026554,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-31N-2,AS-06-31N-2,,Anchoa mitchilli,Bay Anchovy,,7.3,8,3.3,,6/5/24,39.191333,-75.037,Trawl,31,NJBAY,NM,-16.83640156,0.125746155,54.28834664,0.358133824,17.23071552,0.189076029,17.12740902,0.050714927,,,,,3.169676545,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-31N-3,AS-06-31N-3,,Anchoa mitchilli,Bay Anchovy,,6.8,7.5,3.3,,6/5/24,39.191333,-75.037,Trawl,31,NJBAY,NM,-17.11839288,0.125735095,45.58838076,0.229464843,17.31499648,0.18914543,14.30509328,0.04282283,,,,,3.186863578,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-31N-4,AS-06-31N-4,,Anchoa mitchilli,Bay Anchovy,,6.4,7,2.27,,6/5/24,39.191333,-75.037,Trawl,31,NJBAY,NM,-17.2392463,0.12573075,48.46397274,0.140852748,17.20614155,0.189013783,15.19383516,0.069459629,,,,,3.189712948,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-31N-5,AS-06-31N-5,,Anchoa mitchilli,Bay Anchovy,,7.5,8.2,3.27,,6/5/24,39.191333,-75.037,Trawl,31,NJBAY,NM,-17.36009972,0.125726641,44.35689151,0.212458412,16.81923499,0.188682227,13.96516018,0.042866535,,,,,3.176253686,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-47A-1,AS-06-47A-1,,Anchoa mitchilli,Bay Anchovy,,4.6,5.2,0.88,,6/5/24,39.1181666,-74.8931666,Trawl,47A,NJBAY,NM,-18.22621592,0.125704122,49.92012251,0.153013927,16.92851804,0.18873904,15.81589314,0.087087532,,,,,3.156326491,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-47A-3,AS-06-47A-3,,Anchoa mitchilli,Bay Anchovy,,6.5,7.4,2.31,,6/5/24,39.1181666,-74.8931666,Trawl,47A,NJBAY,NM,-17.55145097,0.125720619,46.28194164,0.133713649,15.46739291,0.187456223,14.6771191,0.070248033,,,,,3.153339652,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-47A-5,AS-06-47A-5,,Anchoa mitchilli,Bay Anchovy,,9.4,10.6,7.42,,6/5/24,39.1181666,-74.8931666,Trawl,47A,NJBAY,NM,-16.84647267,0.125745737,46.21438715,0.13602784,16.959657,0.188774601,14.49550472,0.074466954,,,,,3.188187513,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-60-1,AS-06-60-1,,Anchoa mitchilli,Bay Anchovy,,7.8,8.5,4.72,,6/5/24,39.0095,-74.955333,Trawl,60,NJBAY,NM,-17.09825064,0.125735842,47.31746259,0.320371291,17.19860409,0.18905087,14.38633394,0.045747824,,,,,3.289056323,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-60-2,AS-06-60-2,,Anchoa mitchilli,Bay Anchovy,,8,8.9,4.4,,6/5/24,39.0095,-74.955333,Trawl,60,NJBAY,NM,-17.65216216,0.125717689,29.38480747,0.31359949,16.08113557,0.188054071,8.831514935,0.048961418,,,,,3.327266917,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-60-3,AS-06-60-3,,Anchoa mitchilli,Bay Anchovy,,7,7.8,3.56,,6/5/24,39.0095,-74.955333,Trawl,60,NJBAY,NM,-19.24339889,0.125693206,51.48630049,0.222931274,17.39111921,0.189214732,15.71609633,0.0483613,,,,,3.276023473,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-60-4,AS-06-60-4,,Anchoa mitchilli,Bay Anchovy,,6.7,8,2.94,,6/5/24,39.0095,-74.955333,Trawl,60,NJBAY,NM,-17.41045531,0.125724999,49.27887298,0.157784152,16.97085733,0.188779578,15.07703017,0.081886957,,,,,3.268473462,dorsal muscle,LE,,LE,environmental,,,
DEEco,AS-06-60-5,AS-06-60-5,,Anchoa mitchilli,Bay Anchovy,,7,8.3,3.03,,6/5/24,39.0095,-74.955333,Trawl,60,NJBAY,NM,-17.38024196,0.125725979,41.58163254,0.128991167,16.61283836,0.188452902,12.848878,0.068830938,,,,,3.236207281,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-31-1,BT-04-31-1,,Brevoortia tyrannus,Atlantic Menhaden,,24.7,28.7,241.71,,4/11/24,39.192,-75.368333,Trawl,31,DNREC,NM,-17.50109538,0.125722147,36.27012175,0.193832251,13.17417249,0.185677547,11.16522234,0.032510309,,,,,3.248490774,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-31-2,BT-04-31-2,,Brevoortia tyrannus,Atlantic Menhaden,,27.9,31.6,289.48,,4/11/24,39.192,-75.368333,Trawl,31,DNREC,NM,-17.53130874,0.125721225,45.46541616,0.197536455,12.2789533,0.185032611,14.10686185,0.044459862,,,,,3.222929143,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-31-3,BT-04-31-3,,Brevoortia tyrannus,Atlantic Menhaden,,22.6,26.6,196.01,,4/11/24,39.192,-75.368333,Trawl,31,DNREC,NM,-17.64209104,0.125717974,48.47030034,0.19502669,15.88015173,0.187838904,14.84227133,0.047746712,,,,,3.265692916,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-31-4,BT-04-31-4,,Brevoortia tyrannus,Atlantic Menhaden,,24.4,27.6,230.9,,4/11/24,39.192,-75.368333,Trawl,31,DNREC,NM,-17.69244663,0.125716562,42.1509482,0.32556297,13.98761236,0.18630569,12.93213855,0.045194421,,,,,3.259395035,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-31-5,BT-04-31-5,,Brevoortia tyrannus,Atlantic Menhaden,,25.5,29.7,236.88,,4/11/24,39.192,-75.368333,Trawl,31,DNREC,NM,-17.88379789,0.125711572,50.72425734,0.573573067,12.83848286,0.185462233,15.8447249,0.084580743,,,,,3.20133405,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-41-1,BT-04-41-1,,Brevoortia tyrannus,Atlantic Menhaden,,17.9,20.8,99.02,,4/10/24,39.101,-74.8931666,Trawl,41,DNREC,NM,-17.68237551,0.125716841,45.48562221,0.213131522,12.29292273,0.185045366,14.09812242,0.042768138,,,,,3.226360282,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-41-2,BT-04-41-2,,Brevoortia tyrannus,Atlantic Menhaden,,16.4,19.4,81.92,,4/10/24,39.101,-74.8931666,Trawl,41,DNREC,NM,-18.28664263,0.125703005,47.48622304,0.138854743,13.91386885,0.186202483,14.7348018,0.064988389,,,,,3.222725604,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-41-3,BT-04-41-3,,Brevoortia tyrannus,Atlantic Menhaden,,27,31.6,230.4,,4/10/24,39.101,-75.251,Trawl,41,DNREC,NM,-18.3269271,0.125702293,45.75686179,0.132002869,14.11323088,0.186349431,14.50149632,0.070620841,,,,,3.15532003,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-41-4,BT-04-41-4,,Brevoortia tyrannus,Atlantic Menhaden,,19,22.1,109.36,,4/10/24,39.101,-75.251,Trawl,41,DNREC,NM,-18.55856283,0.12569871,56.97324403,0.271095583,13.86261708,0.186191348,17.37626218,0.051478359,,,,,3.278797444,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-04-41-5,BT-04-41-5,,Brevoortia tyrannus,Atlantic Menhaden,,16.7,19.6,84.01,,4/10/24,39.101,-75.251,Trawl,41,DNREC,NM,-17.87372677,0.12571182,40.60825138,0.122955478,13.53153558,0.278842897,12.68763734,0.067404478,,,,,3.20061571,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-06-30-1,BT-06-30-1,,Brevoortia tyrannus,Atlantic Menhaden,,20,22.6,107.81,,6/5/24,39.208666,75.085,Trawl,30,NJBAY,NM,-20.53250207,0.125703479,45.00002543,0.340005451,16.02765998,0.187991941,13.79192287,0.047287727,,,,,3.262781113,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-06-30-2,BT-06-30-2,,Brevoortia tyrannus,Atlantic Menhaden,,8.1,9.7,11.98,,6/5/24,39.208666,75.085,Trawl,30,NJBAY,NM,-20.88499122,0.125710979,49.64790029,0.272507553,13.19169291,0.185688456,15.6786575,0.046009199,,,,,3.166591292,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-06-31N-1,BT-06-31N-1,,Brevoortia tyrannus,Atlantic Menhaden,,29.1,33.6,336.62,,6/6/24,39.191333,75.037,Trawl,31,NJBAY,NM,-17.99458019,0.125708954,55.36214443,0.163434071,13.52758113,0.185911572,16.95225468,0.071416412,,,,,3.265768801,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-06-47A-2,BT-06-47A-2,,Brevoortia tyrannus,Atlantic Menhaden,,25.7,29.7,252.95,,6/5/24,39.1181666,74.8931666,Trawl,47A,NJBAY,NM,-17.52123762,0.125721531,46.26323902,0.14606211,12.73050273,0.185332419,14.39293644,0.057482577,,,,,3.214301628,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-06-52-1,BT-06-52-1,,Brevoortia tyrannus,Atlantic Menhaden,,19.1,21.8,83.88,,8/21/24,39.042,-75.192,Trawl,52,DNREC,NM,-21.12669806,0.125717287,34.43040054,0.123231602,14.84808181,0.18696097,10.59435474,0.037183987,,,,,3.249881789,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-08-52-1,BT-08-52-1,,Brevoortia tyrannus,Atlantic Menhaden,,19.1,21.8,83.88,,8/21/24,39.045,-75.191,Trawl,52,DNREC,NM,-19.87787936,0.125694894,43.75613264,0.199380708,15.60820503,0.187609893,13.28309412,0.039726499,15.78,0.73,1.006,0.012,3.294122007,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-08-52-2,BT-08-52-2,,Brevoortia tyrannus,Atlantic Menhaden,,19.7,22.3,124.71,,8/21/24,39.045,-75.191,Trawl,52,DNREC,NM,-19.81745265,0.125694452,43.69756672,0.13026059,15.63610915,0.187612555,13.25821506,0.053921562,15.29,0.68,1.007,0.013,3.295886101,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-08-52-3,BT-08-52-3,,Brevoortia tyrannus,Atlantic Menhaden,,18.4,22,107.4,,8/21/24,39.045,-75.191,Trawl,52,DNREC,NM,-19.32396784,0.125693059,37.00544415,0.204213509,15.81814486,0.187796947,11.36078596,0.033037495,,,,,3.257296132,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-08-52-4,BT-08-52-4,,Brevoortia tyrannus,Atlantic Menhaden,,17.4,20,82.62,,8/21/24,39.045,-75.191,Trawl,52,DNREC,NM,-18.47799388,0.125699858,46.1800918,0.398948567,14.42983032,0.186660478,13.78443986,0.059352116,,,,,3.350160927,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-08-52-5,BT-08-52-5,,Brevoortia tyrannus,Atlantic Menhaden,,20.9,24.3,128.38,,8/21/24,39.045,-75.191,Trawl,52,DNREC,NM,-18.30678487,0.125702646,39.49522583,0.125140562,14.54645152,0.186708725,12.2290441,0.048187468,,,,,3.22962494,dorsal muscle,LE,,LE,environmental,,,
DEEco,BT-08-62-1,BT-08-62-1,,Brevoortia tyrannus,Atlantic Menhaden,,17.6,20.6,100.56,,8/21/24,38.94,-75.131,Trawl,62,DNREC,NM,-20.82456451,0.12570955,45.72759256,0.311124646,15.30749451,0.187381775,12.24967567,0.055666702,,,,,3.732963531,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS1-8-1-S,AS1-8-1-S,,Anchoa spp.,Anchovy,,2.9,3.3,0.13,,9/7/23,38.78834,-75.16276,Seine,,,NM,-19.76935819,,,,14.04408784,,,,,,,,3.352973169,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS2-8-1-S,AS2-8-1-S,,Anchoa spp.,Anchovy,,3.5,3.7,0.21,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.2393175,,,,15.0972111,,,,,,,,3.349972263,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS3-8-1-S,AS3-8-1-S,,Anchoa spp.,Anchovy,,3.4,3.8,0.22,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.08832664,,,,15.19750855,,,,,,,,3.379593002,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS4-8-1-S,AS4-8-1-S,,Anchoa spp.,Anchovy,,2.9,3.2,0.17,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.66555224,,,,14.83643772,,,,,,,,3.398083594,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS5-8-1-S,AS5-8-1-S,,Anchoa spp.,Anchovy,,3,3.4,0.19,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.86687339,,,,15.33792498,,,,,,,,3.347196516,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS6-8-1-S,AS6-8-1-S,,Anchoa spp.,Anchovy,,3,3.3,0.17,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.1119191,,,,15.23762753,,,,,,,,3.347540074,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS7-8-1-S,AS7-8-1-S,,Anchoa spp.,Anchovy,,3.6,3.9,0.32,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.16224938,,,,15.27774651,,,,,,,,3.303860648,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS8-8-1-S,AS8-8-1-S,,Anchoa spp.,Anchovy,,3.3,3.6,0.22,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.89707156,,,,15.27774651,,,,,,,,3.282269964,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS9-8-1-S,AS9-8-1-S,,Anchoa spp.,Anchovy,,3.5,3.8,0.26,,9/7/23,38.78834,-75.16276,Seine,,,NM,-22.50732575,,,,15.39810345,,,,,,,,3.334029605,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS10-8-1-S,AS10-8-1-S,,Anchoa spp.,Anchovy,,5,5.5,0.14,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.89046584,,,,15.75917429,,,,,,,,3.21871296,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS1-8-1-S,MS1-8-1-S,,Menidia spp.,Silverside,,6.5,6.9,2,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.54475956,,,,13.62283854,,,,,,,,3.251232074,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS2-8-1-S,MS2-8-1-S,,Menidia spp.,Silverside,,7.8,8.3,3.33,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.66555224,,,,13.78331446,,,,,,,,3.259772571,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS3-8-1-S,MS3-8-1-S,,Menidia spp.,Silverside,,8.2,8.6,3.68,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.24277784,,,,12.93078611,,,,,,,,3.314832691,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS4-8-1-S,MS4-8-1-S,,Menidia spp.,Silverside,,8.2,8.4,4.06,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.76621281,,,,14.07417708,,,,,,,,3.212904662,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS5-8-1-S,MS5-8-1-S,,Menidia spp.,Silverside,,7.9,8.2,3.12,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.03799636,,,,13.55263032,,,,,,,,3.234729624,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS6-8-1-S,MS6-8-1-S,,Menidia spp.,Silverside,,6,6.5,1.49,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.89707156,,,,14.50545612,,,,,,,,3.272755588,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS7-8-1-S,MS7-8-1-S,,Menidia spp.,Silverside,,6.4,6.8,1.86,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.34343841,,,,13.90367141,,,,,,,,3.295506947,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS8-8-1-S,MS8-8-1-S,,Menidia spp.,Silverside,,7,7.5,2.53,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.71588253,,,,13.62283854,,,,,,,,3.298203998,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS9-8-1-S,MS9-8-1-S,,Menidia spp.,Silverside,,6.8,7.1,1.83,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.6756183,,,,13.39215439,,,,,,,,3.30287912,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS10-8-1-S,MS10-8-1-S,,Menidia spp.,Silverside,,6.4,6.8,1.7,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.6756183,,,,13.61280879,,,,,,,,3.323400618,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS1-8-4-S,MS1-8-4-S,,Menidia spp.,Silverside,,7.4,7.9,2.82,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.68222402,,,,14.14438529,,,,,,,,3.484794623,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS2-8-4-S,MS2-8-4-S,,Menidia spp.,Silverside,,4.7,5,0.73,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.0279303,,,,14.21459351,,,,,,,,3.533057886,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS3-8-4-S,MS3-8-4-S,,Menidia spp.,Silverside,,5.6,6,1.17,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.91720367,,,,14.11429606,,,,,,,,3.430410237,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS4-8-4-S,MS4-8-4-S,,Menidia spp.,Silverside,,4.7,5,0.75,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.94740184,,,,14.58569409,,,,,,,,3.362227642,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS5-8-4-S,MS5-8-4-S,,Menidia spp.,Silverside,,,4.4,0.79,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.44409898,,,,13.97387962,,,,,,,,3.393000574,dorsal muscle,LE,,LE,environmental,missing tail,,
DEEDs,MS6-8-4-S,MS6-8-4-S,,Menidia spp.,Silverside,,3.7,4,0.38,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.1688551,,,,14.29483147,,,,,,,,3.428732053,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS7-8-4-S,MS7-8-4-S,,Menidia spp.,Silverside,,4.4,4.7,0.51,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.58502379,,,,13.12135127,,,,,,,,3.442514343,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS8-8-4-S,MS8-8-4-S,,Menidia spp.,Silverside,,3.6,3.9,0.32,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.36357053,,,,14.51548587,,,,,,,,3.280978485,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS1-8-4-S,AS1-8-4-S,,Anchoa spp.,Anchovy,,4.8,5,1.06,,9/7/23,38.78834,-75.16276,Seine,,,NM,,,,,,,,,,,,,4.03777336,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS2-8-4-S,AS2-8-4-S,,Anchoa spp.,Anchovy,,4.9,5.1,0.72,,9/7/23,38.78834,-75.16276,Seine,,,NM,,,,,,,,,,,,,3.795500751,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS3-8-4-S,AS3-8-4-S,,Anchoa spp.,Anchovy,,3.5,3.9,0.36,,9/7/23,38.78834,-75.16276,Seine,,,NM,,,,,,,,,,,,,3.632244317,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AR1-8-4-S,AR1-8-4-S,,Anguilla rostrata,American Eel,,,24.7,25.24,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.15878904,,,,15.78926352,,,,,,,,3.384359772,dorsal muscle,LE,,LE,environmental,,,
DEEDs,SF1-8-4-S,SF1-8-4-S,,Syngnathus fuscus,Northern Pipefish,,,18.2,2,,9/7/23,38.78834,-75.16276,Seine,,,NM,-15.67247292,,,,13.82343344,,,,,,,,3.244702333,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC1-8-4-S,OC1-8-4-S,,Orthopristis chrysoptera,Pigfish,,,5.1,5.6,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.41390081,,,,13.77328472,,,,,,,,3.448336202,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS1-8-4-S,CS1-8-4-S,,Centropristis striata,Black Sea Bass,,,2.2,0.15,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.9005319,,,,11.79742489,,,,,,,,3.415500331,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS2-8-4-S,CS2-8-4-S,,Centropristis striata,Black Sea Bass,,,3.4,0.33,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.16224938,,,,12.74022095,,,,,,,,3.350366333,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS3-8-4-S,CS3-8-4-S,,Centropristis striata,Black Sea Bass,,,4.3,1.01,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.62874835,,,,13.53257083,,,,,,,,3.324129294,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS4-8-4-S,CS4-8-4-S,,Centropristis striata,Black Sea Bass,,,4.5,1.16,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.98106035,,,,13.35203541,,,,,,,,3.317164707,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS5-8-4-S,CS5-8-4-S,,Centropristis striata,Black Sea Bass,,,5.3,1.85,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.74954104,,,,13.08123229,,,,,,,,3.279716654,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS6-8-4-S,CS6-8-4-S,,Centropristis striata,Black Sea Bass,,,5.5,2.16,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.33683269,,,,13.64289803,,,,,,,,3.25988104,dorsal muscle,LE,,LE,environmental,,,
DEEDs,GB2-8-4-S,GB2-8-4-S,,Gobiosoma bosc,Naked Goby,,,2.5,0.17,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.46769144,,,,14.14438529,,,,,,,,3.369239478,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AR1-8-3-S,AR1-8-3-S,,Anguilla rostrata,American Eel,,,32.3,61.59,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.93733579,,,,14.69602128,,,,,,,,3.957886794,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OT1-8-3-S,OT1-8-3-S,,Opsanus tau,Oyster Toadfish,,,4.9,1.93,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.72940892,,,,13.85352268,,,,,,,,3.316886451,dorsal muscle,LE,,LE,environmental,,,
DEEDs,HH1-8-3-S,HH1-8-3-S,,Hypsoblennius hentz,Feather Blenny,,,8.4,11.86,F,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.08172093,,,,15.297806,,,,,,,,3.261307347,dorsal muscle,LE,,LE,environmental,many eggs,,
DEEDs,GB1-8-3-S,GB1-8-3-S,,Gobiosoma bosc,Naked Goby,,,2.5,0.16,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.07511521,,,,14.22462325,,,,,,,,3.327729061,dorsal muscle,LE,,LE,environmental,,,
